gender|age|experience_chatbots|experience_businesstravel|expectations_1|expectations_2|expectations_3|chat_exp_1|chat_exp_2|chat_exp_3|chat_exp_4|chat_exp_5|chat_exp_6|chat_exp_7|chat_exp_8|user
female|50-59|4|1|I would expect to find generally known facts about a company from a chatbot.  If I need more specific data and information on how a company runs on a personnel level I would ask management or staff at the company.|It is advisable to use key-words when phrasing a request to a chatbot.  A search engine probably works in a similar way, but a real person can give a lot more detail about a company and what they do.|Chatbots generally give good information but they have been known to get it wrong.  Any detail they can pick up on the internet, etcetera, can be included in their answers to questions, but perhaps not everything.|3|5|5|4|4|3|5|3|433066788d110cd7d6b72f9799cb3f
female|20-29|4|2|I would consider using a chatbot when I require an immediate response to my questions and also maybe it might happen that I have  common questions that are likely covered by the chatbot.|When interacting with a chatbot I would ensure that I phrase my input clearly and concisely whereas when speaking to an actual person I would have to provide context or background to ensure that my question is understood.|I would expect the chatbot answers to be clear and concise . The style and tone should be friendly yet professional.|4|3|5|4|4|3|5|2|6c171bf9a771db712d6258f1b9b5bd
female|30-39|5|2|The information I would expect from a chatbot includes details on reimbursement eligibility and the amount, the types of available transportation (e.g., airlines, trains, or company cars), expense budgets, and travel insurance coverage.\r\n\r\nI would use the chatbot in most circumstances to obtain information, rather than contacting a real person. For example it could help me find out general information, calculate costs, and determine which options best suit my budget, company budget, and personal situation. I would only contact a real person or read through the policy if I'm unsure about the correctness of the chatbot's answers or if they do not fully address my needs.|First I would set up the chatbot so I would use phrase like: 'You are knowledgeable about business travel regulations at XYZ company. I will ask you a series of questions, and I want you to provide accurate information related to my queries. If necessary, please fact-check and provide links or refer back to the policy, showing me the specific page and section you used.'\r\nThen I would go ahead and use it 'Tell me more about travel insurance' and 'Tell me about reimbursement and budget allowances.' etc\r\n\r\nFor me, interacting with a chatbot is different from using a search engine or asking a real person because a chatbot requires proper setup to obtain the right information. And the way I talk to it is like how I would talk to a machine, not to a real person.|I would expect concise and detailed responses from the chatbot. To ensure correctness, I would ask the chatbot to cite its sources for the answers provided. Also I would hope that the chatbot could offer insightful information or perspectives that I may not have considered or expected|4|3|4|5|4|5|4|3|31f07491461d760f76a41e93f7a4f7
female|30-39|4|3|I would really do a thorough research of the place I will be in, ask for the recomendations of the places I could visit on my spare time, things to try and also the biggest highlight abpout the place.|what places to visit when around (place) on a personal level?|I believe I will get high detailed information with extra information|5|2|2|4|5|4|5|1|67ee0a7b1af9a7d7356d215214b143
female|20-29|3|1|I would say some recommenadtions, and answering quick questions. I would use chatbot in some paper work in my work. For me would be easier to work with it.|Shorter and easier sentences so the chatbot could understand me without problem.|Casual style, using easy words to understand|4|3|3|3|3|4|4|2|a94791e77121319303c1a57716330c
female|20-29|3|2|Agenda and time slots of the business meeting, location of the meeting, nearby best restaurants|please remind me of the agenda and time slot of my meeting.|free of error and straight forward answer|4|3|2|4|3|4|4|1|7abf3bfc6c8d54c86b533a3007da6b
male|20-29|5|3|I would expect chatbot to provide more options regarding any question I have until there are no questions left. I would consider using chatbot in circumstances where a person cannot provide reliable responses. I would ask chatbot because it differs with human, chatbot response speedily and efficiency. Chatbot can handle multiple inquires simultaneously so this could help me to and the information I need about the business.|I would ask about the importance of the regulations based on the business trip.|i would expect chatbot to provide reliable information that even a person could not give. Chatbot provide information that could be useful, detailed in a manner that is understandable and good to be true.|5|5|5|5|5|5|5|5|8058de2991c08709fed0b8b0d6dc45
female|20-29|2|1|I expect that a chatbot would answer simple, straight-to-the-point questions (should they be formulated accordingly). In the event that a person from the company would withhold information or refuse to give them, I would consider using a chatbot in order to get at least a basic understanding of what it is that I am looking for.|With a real person, I would pose questions with a bit more emotion, whereas for the chatbot, I'd phrase a question as simple and clear as possible, so the experience is rather different. Same with a search engine: when I search for something online, I'd like to have an answer as clear as possible; therefore, I pose my question/statement as simple as possible.|I'd expect a good quality of answer: concise and clear, straight to the point (i.e. I would not expect long paragraphs in order to get a simple answer).|4|4|4|5|5|3|4|3|6b569c8e11fbba78bf7a5e2caf87f4
male|20-29|5|3|I would expect very detailed response that provides customer support through a wide range of things such as language model as well as providing information, generating texts and also helping me in terms of creative writing.|I would phrase my input clearly and concisely using simple language and also asking the chat bot direct questions about the company. I'd expect the chat bot to understand follow up questions and provide more personalized guidance.|I would expect answers that are clear and concise, answers that provides relevant policy or procedure details as well as accurate and up to date information.|5|4|3|5|3|5|5|1|e624f37f26b9649c4886ebbb3cecb9
female|30-39|5|3|basic information like the address and contact details, the history of the company like when was it established and who is the CEO. Circumstances for choosing chatbots is they are simple to use and come in handy in urgent situations, and circumstances for contacting a real person or reading through company policy documents is it is you get to get even more sensitive information that you would not find online.|chatbots wants simple and direct questions which is different to how you would use a search engine or ask a real person.|I expect formal accurate information , answers that are in full depth detail.|2|3|5|4|4|3|3|2|fa903b51969f8f4e59ad6eeaa97734
female|40-49|4|3|I would expect to be able to get information about how far in advance I can book for travel. I would also expect the chatbot to brief me about the availability of travel insurance and the preferred airlines and hotels for my destination. Ideally, I would prefer a chatbot over a real person when undertaking the initial background research about the company so I can get straightforward answers about basics, such as the booking system and hotel and transportation options.|My initial questions to the chatbot would be of a general kind, then I would gradually narrow down to more specific questions, and a bit of back and forth, as I began to receive responses. The approach would be significantly different from a search engine or a real person. In a search engine, I would need to be specific from the get-go. With a real person, I would sometimes forget to ask important follow up questions due to possibility for digression during conversation. |I would expect highly detailed responses, written in a simple-to-understand manner. I would also expect working weblinks directing me to images where necessary. |5|2|4|5|2|5|5|2|3517260a92ec2e0df0436202bfb6eb
female|30-39|5|3|I would expect a business travel chatbot to provide quick access to information such as company travel policies, approved vendors, expense guidelines, travel restrictions, and reimbursement procedures. I would use a chatbot for simple, time-sensitive queries like per diem rates or booking rules, especially outside business hours or when I need an immediate answer. However, I\xe2\x80\x99d turn to a real person or company policy documents for more complex situations, such as resolving discrepancies, handling unique travel arrangements, or getting detailed clarification on policies.\r\n|"I would phrase my input to a business travel chatbot in a direct and concise manner, often using questions like, ""What is the per diem rate for New York?"" or ""Can I book with non-preferred vendors?"" This is similar to how I might use a search engine, where I\xe2\x80\x99d input short, keyword-driven queries like ""company travel policy New York per diem."" However, with a chatbot, I would expect a more conversational tone and might use more natural language than I would with a search engine. Compared to asking a real person, I would likely be more brief and focused on a specific task, since I\xe2\x80\x99d expect the chatbot to provide quick, predefined answers rather than engage in a detailed discussion."|I would expect a business travel chatbot to provide clear, concise, and accurate answers in a professional tone. The responses should be tailored to my specific queries, including key details and relevant links to company policies. Ideally, the information should be up-to-date and balanced between brevity and comprehensiveness, allowing for quick reference without unnecessary details.|5|2|3|5|3|4|5|2|eea1e7836583c5dd7406fd719bc973
female|30-39|3|3|I would rather read policy documents for myself where possible, but at my current workplace there are so many policies and they are so poorly organised that it's very difficult to find a specific policy. It can also be really hard to find out who is the right person to ask. If the other options seemed too difficult, I would try a chatbot. I would expect a chatbot to be able to give me verbatim quotes from the policy/regulations.|I would probably not write in full sentences to a chatbot, and would instead type in keywords related to my question. This is similar to how I would use a search engine, but for a real person I would write in full sentences and be mindful of politeness.|I would expect it to be written in a fairly formal style, with the same level of detail as in the document I was asking about. I would expect the information to be correct, but I wouldn't necessarily expect a response that actually gave the information I was seeking, especially if I had a more complex query. In the past I've used chatbots and they've been unable to give me specific, relevant information, instead giving me general info about the rough area of my query, which doesn't actually help me.|2|4|4|4|4|3|4|3|a722ec341a709d3577f0f41dc95d38
female|30-39|2|3|information that will be beneficial for customer assistance and reduce clients from going to the physical store for assistance.\r\nif i am struggling with reaching out to a company, i can make use of the chatbot for assistance|it needs keywords and being specific in order to get the best service from it. as compared to talking to a person you would take time explaining and sometimes not finding the right words to use|i would expect it to be direct answer and linking to what i have enquired about. it should be detailed and self explanatory.|4|5|5|4|4|5|5|2|f0e2214857af98bd3770821518f137
male|20-29|5|3|I would expect a business travel chatbot to provide quick, accessible information on travel policies, expenses, approvals|I would phrase my input to a chatbot in a clear and concise way. Compared to a search engine, I would be more direct with the chatbot, expecting a tailored, specific response rather than a list of resources or documents.|I would expect a chatbot to provide concise, accurate, and clear answers tailored to my specific questions|4|3|5|4|3|3|4|3|6a5d8c1eba14dcfb24523d8de94fe4
male|20-29|4|3|First i would like a Chatbot to tell me more about the place im traveling to, and before packing my bags i would use a chatbot to know what kind of goods i can carry past a border so i don't get into trouble. Companies have many policies so reading the all can be time consuming but a chatbot can keep it short.|No it wouldn't be similar because chatbot require short text so they can understand what you want and give you more options to choose from.|i would expect correct information since it believe it can search the internet and comeback with information, and i expect nothing but full details about what im asking about.|3|4|4|5|2|5|5|2|599e1b82b85859bf5b1f6651efe3bf
female|30-39|5|4|to be honest I expect chatbots to have all the information about my inquiries. more especially when the chatbot is of the company we are going to use for our business trips, I expect them to know the costs, and what to expect when we arrive, be able to show reviews, and the cost of our inquiry. documents required for bookings, refund policies, and booking policies. the cost of things that are essential in our trip like food prices, and the type of food that will be served. businesses we will be working with, and what they offer, can trips be extended. bookings and bookings policy, this includes flights, and hotels.  directions to the places I need to visit.|"it is almost similar, just that I would be more specific about details when it comes to asking a chatbot. and I would have to be explanatory in my questions about each inquiry.  for example to a person I would say ""What is the booking policy? and with a chatbot, I would ask like. please tell me what the booking policy is for a hotel."|from a chatbot, I expect high-quality and deep into detail type of answers. it must be correct answers and correct everything. answers must be precise and be up to date, like most recent information.|2|5|4|5|5|4|2|5|2b9e4520afac76414ed6284c1a8348
male|20-29|4|3|Understanding types of routes, Transport fare or trip charges. \r\nI will consider using chatbot when i have a bulky work to do and also when i need fast responce. I will contact real person when I want to avoid plagriasm|I do paraphrase by pasting text into the chatbot\r\nYes it is similar|Level, correctness|5|4|5|5|5|5|5|5|332d8a15d0978c8b69a9cb798902ae
male|30-39|3|1|I would look to read the company policy documents first to see if the information I needed was already there, however if I couldn't find what I needed I would next use a business travel chatbox over a real person because I would expect to be able to use it 24/7 and it should in theory be a lot easier to use rather than contacting a real person. I would hope it would be available in multiple languages if needed. I would expect it would have information including travel costs: What kind of travel expenses would be covered by the company, would any transport be included if needed aswell and food expenses. Travel insurance: Do I need to take out my own insurance if needed, or would it be supplied by the company. Budget: Is there a set budget supplied for me to use whilst on business.|I think my input would be inbetween how I would use a search engine and talk to a real person. I would not be quite as formal as if talking to a real person, greetings for example, but would not be so vague as if using a search engine, I wouldn't just use keywords but full sentences as to make sure the chatbot has the best chance at understanding my request.|Even though I would be rather informal with my input, I would expect the opposite from a chatbot as I've come the expect. I would expect them to use greetings, Hello, Please, Thank you etc, as if they were impersonating a real person. I would expect a rather short response as to make it easy to read, prehaps a paragraph or so, however I would expect it to be very detailed with all the information requested. It would be essential that the imformation programmed into it is correct. If the chatbot could not give the information I hope it would be able to directly put me on to a real person, or at the very least give me a phone number which would help.|5|4|3|4|4|2|5|4|aec449b2c898300d2dba0644c6fbdc
male|30-39|3|4|I would expect to be able to get prices of hotels/flights/car rentals for the dates I travel. I would expect them to be able to put together itineraries that work around my travel schedule and find the best flights/hotels. I would expect to need a real person if I had a complex question about my business travel such as whether I could book a particular type of room or whether specific amenities were available. |I would phrase my input like I was talking to a real person in the same way I give prompts to AI language models like ChatGPT. |I would want it to be 100% accurate but would expect errors given my experience with chatbots in the past. The style would be conversational and present as a real human. The level of detail may appear adequate on the surface but usually breaks down once I began asking detailed questions. |5|2|4|2|4|3|4|2|b236cea485ea82f6eb2258a1138625
male|20-29|4|1|I would like to know what is the range of travel that I might be asked to do, in terms of duration and distance, as well as details about the means of transport (e.g. if it is a train or an airplane, what passenger class). I would also like to know all the details about how the company will pay for my travel: will the payment be upfront, or after? will it be a fixed amount of money? Do I have some freedom in choosing travel options, or is everything predetermined?|I would probably ask these same questions I wrote above, but one by one. Before that, I would quickly provide some context of my situation, if needed. I would definitely be less concerned about sounding rude or unnatural, than when talking to a real person. But still I would engage in somewhat of a conversion with the chatbot (e.g. thanking after receiving answers or giving feedback about my satisfaction with them), which I obviously wouldn't do on a regular search engine.|A 100% factually correct, detailed, clear and understandable answer.|4|4|4|4|3|3|5|2|98838e0fabe776077835900567fe77
male|30-39|5|3|As a user of a business travel chatbot, I would primarily expect precise and up-to-date information regarding the regulations applicable in my company. I would use chatbot if i Would need fast help or won't be able to find something on my own.|The phrases used when interacting with a chatbot would be similar to those I would use when asking a question to a real person. I would start by formulating the question clearly.|Understandable: expressed in plain language, Precise: containing only relevant information and up to date: reflecting the latest regulations and procedures.\r\n|5|4|2|4|2|4|4|2|5cca9bd9892e3f913357472ddd2e57
female|30-39|3|1|accurate information about flights, accommodation, what kind of clothing I should pack for the climate, possibly weather information|I generally speak more conversationally to chatbots, while I tend to keyword search in search engines|I would expect such a chatbot to be at least as accurate as what I could get from a search engine, just without having to manually sort through the information I'm looking for.|4|2|3|3|4|3|4|3|8e274a16d03e42f6ad7564c681b846
male|20-29|5|4|First, I want to understand what problems people face during travel and which ones I might encounter. This will help me avoid these problems or prepare solutions in advance. I also want to know what causes stress during these trips so I can avoid it, as it would affect the quality of my work. In addition, I need step-by-step guides on how to book flights, hotels, rental cars, and other travel-related services according to company guidelines. I also need guidance on complying with customs regulations. Furthermore, I want to know what essentials I will need in the country I\xe2\x80\x99m traveling to, along with an overview of the culture and laws of that country, which could help me avoid any issues.|No, it won\xe2\x80\x99t be similar to using a search engine, because with a search engine, you have to focus on each piece of information separately and search for people's experiences, which you may or may not find. The same applies when asking a real person, you have to ask for each piece of information individually to avoid confusion. However, with a chatbot, I can ask for all the information in a single prompt and request that it organize it for me. It can also provide additional information I might need, even if I didn\xe2\x80\x99t ask for it directly.|I want the information to be well-organized so that it's easy to understand. For sensitive information, if the chatbot is not certain, it\xe2\x80\x99s better to suggest trusted sources. Additionally, the information provided should be detailed. If it shares someone\xe2\x80\x99s experiences, it should also provide the sources of those experiences so I can verify whether the person's experience is genuine or if they are just promoting their country or trying to damage the reputation of the country.|5|5|3|4|4|5|4|2|0de0133db091c6cd88cca0c3d70675
male|30-39|3|4|Quick douts awsered|similar way|the same as a real person|4|4|3|3|3|3|3|4|07334d4eedc0b8077df4f89e62ee02
female|20-29|5|4|What's included in my trip. If I need to pay in advance, I need to know prices of flights, which luggage is included. \r\nHotels or accommodations. \r\nTransportation from the airport and to the airport. \r\nPlaces to eat. \r\n|My interactions with chatbots are exactly the same as my interactions with a real person. |The style of the answer are very polite. I expect all the details I need (even more than a real person would give). |5|4|2|4|5|4|2|4|69052686eced1d7234ff4f76a44f6f
female|20-29|4|5|The information about the place I would like to travel to. I ask everything that I need to know.|It is quite similar.|Correctness.|5|1|4|5|3|5|5|1|71873d5d8d7025ec1e717ea45d93d1
female|20-29|4|1|Chatbots produce information from different resrearches, I consider using chatbot when I am looking for well reseached and well articulated information, which not all humans can produce.\r\n|I phrase my input to the chatbot as if i am speaking to a humanbeing while also taking into consideration that I am not speaking to a real human.|From a chatbot I would expect to get 80 percent correctness, well articulated details and raw information like an AI would offer.|4|2|5|4|3|4|4|1|cc641306573301cebaaae5367d6038
female|30-39|3|2|The requirements about visa. Booking process and step by step instructions. Travel cost per trip|i would ask chatbot if i need approval to book a flight. i would ask how do i submit travel expenses. i would not use it as formally as i would with a real person unless needed.|i would expect a clear, concise and accurate responses with relevant details. the style should be professional but not overly technical.|5|1|2|4|1|4|4|3|89093c7379795e53aead945132ebb9
male|30-39|3|3|the information i would find from a chatbot are endless , anything that im curious about i can easily find the informationis usually limited to personal information of non famous people. Using a chatbox is usually convinient because it answers same time while with another person it usually takes some time|same because the answers you find on the chatbot can also be found on a search engine but with chatbot the answer is simplified |it gives accurate and simplified answers and does not complicate things but gives an axact answer|4|4|5|4|4|4|4|2|4e18f539d7ca22c41081899b74be6b
female|20-29|4|3|Chatbox provide a detailed information about the company or the product or service the company offers. I use chatbox when I feel like the information presented by the company policy documents or real person is inaccurate, or they did not provide full details.|I would ask chat box to provide a brief detailed information. yes it is different|i expect a good quality and accurate answers from chatbox as it is a robot and it does not think like a human mind.|5|3|5|5|5|5|5|1|4ed4484310919400e73f46ee9d35ad
male|20-29|5|1|I would expect the chatbot to provide specific information about business travel such as for example process of the booking travel|It is more like a search engine, but it is still a tool that can help provide information.|I would expect the chatbot\xe2\x80\x99s answers to be direct, accurate, and up-to-date. |4|3|5|2|3|5|3|2|afa75bd7fb1be9f2d67755c9ba5262
female|20-29|4|1|My expectations would be to get the company's rules and laws regarding the business trip. To know exactly what is expected of me from the moment I arrive at that specific company or place. I would consider using a chat chatbot to all my questions answered rather than an actual human because I'd be more comfortable in that way.|Not really similar because the chatbot could be programmed for specific purposes.\r\n|I would expect to get an answer that is detailed and in correct grammar, well punctuated and also  relevant .|4|5|5|5|4|4|5|5|fb70fb9a2cfa54fed38188d9e70ec2
male|60-69|3|3|I expect business travel chatbot to provide policy details, travel guidelines, and  booking assistance. I'd use a chatbot for quick queries, simple tasks, and after hours assistance. I prefer human contact for complex issues, personalized advice, and dispute resolution.|"I\'d ask the chatbot using natural language, such as ""What\'s the company\'s international travel policy?""\r\nOr concise keywords like ""Travel reimbursement rules."" This blends search engine conciseness with conversational context."|I expect chatbot answers to be:\r\n-Concise, clear and relevant (50-100 words)\r\n-Accurate and up to date reflecting company policies\r\nproviding links or next steps for further information or action.|5|2|2|4|2|4|5|3|d22082d1438ac16d4b06bd47246a0d
female|30-39|4|5|I expect to find all information in chatbot, information like tickets, planes availability as well, I would prefer to use on during my flight incase I am near to that particular country. |To be clear and get to the point with clearly request, if necessary maybe give out additional information to help understand the question even more better. |I would expect factual information from it, if possible I would even expect it to summarize for me|5|3|4|5|2|4|5|4|13bec8a37d8b798c6d50d6774ee04d
male|20-29|4|3|Travel policies, booking assistance, expenses, itinerary changes, emergency protocols|"Chatbot vs. real person or policy docs:\r\nChatbot: Quick answers:""Can I book this hotel?"").\r\nReal person: For complex or urgent issues.\r\nPolicy docs: For detailed compliance and guidelines.\r\nHow I\'d phrase input:\r\nDirect, concise, like a search engine:\r\n""Book me a flight.""\r\n""What\xe2\x80\x99s the meal reimbursement policy?"""|Accurate, clear, fast, with just enough detail to solve the issue|4|2|4|4|2|4|4|3|a57292819d50f24e294d14b878f760
female|30-39|5|3|Information that would take me much time to find by my own, by talking to someone, searching on internet or by reading through company policy documents.|It depends what i would want chatbot to do.|quick, concise and to the point|3|3|4|3|3|3|3|3|f32e6fc5471a4cdf8f03fa7ca502a7
